Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
8/29/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 8/29/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
8/29/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 8/29/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
8/29/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 8/29/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $220 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/3/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/4/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/5/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $230 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/5/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 9/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/5/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 9/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/5/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 9/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/8/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/9/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/10/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $215 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/11/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/12/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/12/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 9/12/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/12/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 9/12/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/15/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/16/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/17/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/18/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/19/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $195 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $210 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/19/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/22/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/23/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/24/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/25/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/26/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/26/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 9/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
9/29/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
9/30/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/1/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/3/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/3/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 10/3/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/3/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 10/3/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/3/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 10/3/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/6/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/7/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/8/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/9/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/10/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/10/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/10/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/10/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/10/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/13/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/14/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/15/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/16/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/17/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $240 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $225 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $225 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/17/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $230 put exp. 10/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/20/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $250 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/21/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $250 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/22/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/23/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $245 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/24/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $250 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/24/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $225 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/24/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/24/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $215 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/24/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/24/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $220 put exp. 10/24/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/27/2025,9:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/28/2025,9:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/29/2025,9:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/30/2025,9:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/12/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/31/2025,9:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/12/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $225 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/3/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/4/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/5/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/6/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/7/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/10/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/11/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/12/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/13/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/14/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/14/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/14/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/17/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/18/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/19/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/20/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/21/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/24/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/25/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/26/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/28/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
